object,correct_location,predicted_location,location_choices,correct_prediction
cauliflower,small room,oven,"['boot', 'oven', 'wallet', 'small room', 'living rooms']",False
cd,bedroom,bedroom,"['deck', 'place', 'shaker', 'bedroom', 'corridor']",True
celery,refrigerator,refrigerator,"['engine', 'pan', 'lobby', 'refrigerator', 'numerous modern washrooms']",True
cellar,basement,basement,"['room of house', 'basement', 'dresser', ""person's living room"", 'drawer']",True
cellphone,living room,living room,"['bank', 'guest room', 'basket', 'machine', 'living room']",True
centerpiece,table,table,"['trunk', 'table', 'briefcase', 'suitcase', 'schoolroom']",True
cereal,living room,living room,"['pan', 'laundry room', 'livingroom', 'living room', 'desk']",True
chain,chest,dining room,"['livin room', 'art classroom', 'dining room', 'chest', 'sedan']",False
chair,living room,living room,"['living room', 'storage room', ""men's restroom"", 'dimly lit room', 'castle']",True
chalk,classroom,classroom,"['bathroom cabinet', 'classroom', 'plate', 'carton', 'tank']",True
chalkboard,classroom,classroom,"['family room', 'bathroom drawer', 'garage', 'larder', 'classroom']",True
check,bank,bank,"['bank', 'bay', 'lounge', ""prostitute's bedroom"", 'freezer']",True
cheese,fridge,fridge,"['press', 'living room', 'music room', 'freezer', 'fridge']",True
chesterfield,living room,living room,"['belfry', 'television room', 'plate', 'living room', 'stove']",True
chicken,freezer,freezer,"['family room', 'tea room', 'freezer', ""child's room"", 'camp']",True
chickpea,basket,oven,"['every bedroom', 'hatbox', 'oven', 'basket', 'stand']",False
china,cabinet,cabinet,"['table', 'bath', 'cabinet', 'freezer', 'bay']",True
chip,pot,pot,"['deck', 'bed', 'hamper', 'card room', 'pot']",True
chocolate,container,childs room,"['childs room', 'safe', 'hospital drug storeroom', 'art classroom', 'container']",False
chocolate box,dresser,exercise room,"['dresser', 'automobile', 'apartment', 'exercise room', 'bookshelf']",False
chocolate milk pods,kitchen,kitchen,"['bathroom or kitchen', ""men's restroom"", 'kitchen', 'dungeon', 'music room']",True
chocolate powder,refrigerator,playroom,"['refrigerator', 'nest', 'playroom', 'chest', 'garbage']",False
chopping board,counter,television room,"['toolbox', 'counter', 'hall', 'truck', 'television room']",False
cinnamon,kitchen,kitchen,"['bathroom drawer', 'dresser', 'purse', 'kitchen', 'art classroom']",True
clamp,apartment,lobby,"['apartment', 'lobby', 'waiting room', 'freezer', 'camp']",False
clay,storage room,storage room,"['attic', 'storage room', 'bank', 'ballroom', 'toolbox']",True
clipboard,desk,desk,"['jar', 'cabinet', 'desk', 'wardrobe', 'art classroom']",True
clock,television room,television room,"['television room', 'head', 'bar', 'oven', 'shaker']",True
closet,apartment,apartment,"['bright room', 'oven', 'apartment', 'garbage', 'boat']",True
cloth,bathroom,bathroom,"['schoolroom', 'one room flat', 'music room', 'bathroom', 'well']",True
clothing,child's bedroom,house,"['hatbox', 'broom closet', ""child's bedroom"", 'jar', 'house']",False
coaster,table,table,"['every bedroom', 'table', 'bathroom cabinet', 'bathroom', ""child's bedroom""]",True
coat,closet,closet,"['closet', 'motel room', 'jacket', 'room of house', 'stand']",True
coating,garbage,range,"['furniture', 'bath', 'garbage', 'dumpster', 'range']",False
cockpit,different room,head,"['head', 'different room', 'camp', 'butt', 'camp']",False
coffee,pot,pot,"['pot', 'cat', 'bike', 'broom closet', 'side of  room']",True
coffee beans,bar,exercise room,"['bar', 'one of  classrooms', 'exercise room', 'beehive', 'ballroom']",False
coffee pods,shelf,closet,"['guest room', 'toaster', 'camp', 'closet', 'shelf']",False
coffeemachine,kitchen,kitchen,"['most rooms', 'kitchen', 'box', 'basket', 'pantry']",True
coffeemaker,pod,exercise room,"[""prostitute's bedroom"", 'delivery room', 'pod', 'sofa', 'exercise room']",False
coffeetable,living room,living room,"['plate', 'mansion', 'range', 'truck', 'living room']",True
coil,machine,machine,"['machine', 'boot', 'utility room', 'washer', 'spoon']",True
coke,fridge,can,"['fridge', 'shell', 'bag', 'pot', 'can']",False
cola,fridge,fridge,"['fridge', 'home', 'sink', 'loft', ""men's restroom""]",True
collage,one of classrooms,one of  classrooms,"['bank', 'one of  classrooms', 'every bedroom', 'cruet', 'basket']",False
colored wood blocks,bookshelf,bedroom,"['lamp', 'bookshelf', 'bedroom', 'boot', 'living rooms']",False
column,home,table,"['table', 'chamber', 'home', 'head', 'numerous modern washrooms']",False
comb,cellar,hive,"['kitchen', 'hive', 'larder', 'carton', 'cellar']",False
comfort,bed,bed,"['range', 'quiver', 'class room', 'bed', 'palace']",True
compass,cabinet,cabinet,"['class room', 'cabinet', 'bar', 'box', 'orchestra']",True
compote,jar,jar,"['hamper', 'jar', 'car', 'case', 'palace']",True
computer,table,table,"['table', 'bathroom and kitchen', 'butt', 'master bedroom', 'dumpster']",True
condiment,larder,closet,"['attic', 'closet', 'larder', 'boot', 'jar']",False
condom,bathroom,bathroom,"['table', 'basket', 'beehive', 'bathroom', 'dining room']",True
conserve,jar,jar,"['class room', 'jar', 'breadbox', 'plate', 'study']",True
container,house,car,"['car', 'engine', 'art classroom', 'trunk', 'house']",False
contraceptive,drawer,drawer,"['bag', 'drawer', 'separate room', 'den', 'different room']",True
cookbook,shelf,shelf,"['packet', 'bottle', 'shelf', 'garage', 'motorbike']",True
cookie,storage room,oven,"['washer', 'oven', 'storage room', 'jacket', 'bookshelf']",False
cooky,container,container,"['barrel', 'container', 'side of  room', 'backpack', 'class room']",True
cooler,kitchen,kitchen,"[""cash's room"", 'wallet', 'different room', 'grand ballroom', 'kitchen']",True
copyholder,desk,desk,"['childs room', 'loft', ""teenager's bedroom"", 'desk', 'wardrobe']",True
cord,backpack,backpack,"['bathroom', 'one of  classrooms', 'guest room', 'backpack', 'package']",True
coronet,cabinet,cabinet,"['small room', 'bay', 'place', 'tin', 'cabinet']",True
cosmetic,drawer,drawer,"['boat', 'drawer', 'home', 'home', 'quiver']",True
couch,most rooms,house,"['house', 'shoe', 'basket', 'truck', 'most rooms']",False
countertop,bathroom,bathroom,"['packet', 'playroom', 'wardrobe', 'loft', 'bathroom']",True
cracker,breadbox,breadbox,"['bright room', 'most rooms', 'well', 'breadbox', 'hive']",True
cracker box,closet,closet,"['motorbike', 'closet', 'music room', 'bag', 'pitcher']",True
crate,playroom,kitchen,"['tin', 'living rooms', 'playroom', 'chamber', 'kitchen']",False
crayon,utility room,utility room,"['briefcase', 'kitchen or bathroom', 'larder', 'orchestra', 'utility room']",True
creditcard,briefcase,living room,"['sedan', 'attic', 'briefcase', 'quiver', 'living room']",False
crisp,packet,table,"['packet', 'parlor', 'bath', 'cabinet', 'table']",False
crowbar,cabinet,cabinet,"['cabinet', 'room', 'house', 'class room', 'package']",True
cube storage box,lobby,lobby,"['kitchen or bathroom', 'freezer', 'dungeon', 'middle of  room', 'lobby']",True
cubicle,room of house,bank,"['livin room', 'board', 'bathtub', 'room of house', 'bank']",False
cup,kitchen,kitchen,"['breadbox', 'family room', 'jacket', 'kitchen', 'oven']",True
cupcake,oven,oven,"['room', 'dresser', 'oven', 'guest room', 'card room']",True
curtain,living room,living room,"['jacket', 'living room', 'range', 'bowl', 'laundry room']",True
cushion,every room,closet,"['briefcase', 'freezer', 'closet', 'study', 'every room']",False
custard,refrigerator,refrigerator,"['head', 'bus', ""child's bedroom"", 'refrigerator', 'house']",True
cutlery,table,table,"['hospital drug storeroom', 'card room', 'table', 'locker', 'broom closet']",True
damper,attic,attic,"['middle of  room', 'attic', 'microwave', 'head', 'dimly lit room']",True
dashboard,car,car,"['press', 'larder', 'automobile', 'car', 'storage room']",True
decanter,bar,bar,"['lobby', 'bar', 'hall', 'hospital drug storeroom', 'court']",True
deck,backyard,backyard,"['backyard', 'suitcase', 'cabinet', 'one of  classrooms', 'trap']",True
design,storage room,plate,"['machine', 'storage room', 'hall', 'plate', 'castle']",False
desk,desk,bedroom,"['hive', 'tin', 'bedroom', 'cabin', 'desk']",False
desk caddy,bright room,storage room,"['storage room', 'master bedroom', 'microwave', 'sack', 'bright room']",False
desklamp,living room,living room,"['hospital drug storeroom', ""teenager's bedroom"", 'one room flat', 'living room', 'parlor']",True
desktop,bedroom,bedroom,"['hospital drug storeroom', 'bedroom', 'floor', 'court', 'cruet']",True
dessert,refrigerator,refrigerator,"['hall', 'bag', 'teapot', 'refrigerator', 'cubicle']",True
diaper pack,pantry,exercise room,"['lamp', 'pantry', 'home', 'exercise room', 'library']",False
diary,desk,desk,"['foyer', 'floor', 'desk', 'middle of  room', 'kitchen or bathroom']",True
dictionary,table,table,"['quiver', 'table', 'larder', 'room of house', 'cruet']",True
dietary supplement,living room,living room,"['packet', 'bunk', 'furniture', 'board', 'living room']",True
dime,purse,purse,"['vault', 'bathroom', 'pocket', 'purse', 'box']",True
diningtable,kitchen,kitchen,"['packet', 'laundry room', 'kitchen', 'master bedroom', 'wallet']",True
dinner,table,table,"['wallet', 'table', 'television room', 'room', 'sack']",True
dish,home,apartment,"['apartment', 'trap', 'home', 'pot', 'keg']",False
dish drainer,pan,television room,"['pan', 'case', 'television room', 'bunk', 'purse']",False
dishsponge,bathroom,bathroom,"['court', 'study', 'jar', 'bathroom', 'oven']",True
dishtowel,men's restroom,television room,"['family room', 'television room', ""men's restroom"", 'fridge', 'sack']",False
dishwasher,kitchen,kitchen,"['dresser', 'kitchen', 'pan', 'jar', 'breadbox']",True
dispensing closure,bathroom cabinet,bedroom,"['bedroom', 'library', 'bathroom cabinet', 'lamp', 'guest room']",False
document,case,suitcase,"['suitcase', 'backyard', 'art classroom', 'case', 'every bedroom']",False
dog bowl,den,home office,"['den', 'microwave', 'table', 'home office', 'beehive']",False
dog chew toy,kitchen,kitchen,"['suitcase', 'fridge', 'locker', 'pot', 'kitchen']",True
dogbed,bedroom,bedroom,"['delivery room', 'card room', 'bedroom', 'numerous modern washrooms', 'anor room']",True
dollhouse toy,home office,home office,"['bath', 'backpack', 'truck', 'home office', 'toolbox']",True
donut,jar,home office,"['jar', 'backpack', 'hive', 'home office', 'room of house']",False
door,room,room,"['room', 'head', 'shoe', 'bank', 'quiver']",True
doughnut,kitchen,fridge,"['larder', 'fridge', 'boat', 'bathroom or kitchen', 'machine']",False
drawer,kitchen,kitchen,"['bicycle', 'bathroom and kitchen', 'kitchen', ""person's living room"", 'apartment']",True
dress,closet,closet,"['waiting room', 'chamber', 'closet', 'bank', 'childs room']",True
dresser,bedroom,bedroom,"['orchestra', 'bundle', 'cellar', ""person's living room"", 'bedroom']",True
dressing,refrigerator,refrigerator,"['laundry room', 'aquarium', 'refrigerator', 'lounge', 'safe']",True
drill,toolbox,toolbox,"['case', 'truck', 'toolbox', 'hatbox', 'small room']",True
drink,can,can,"['package', 'schoolroom', 'hive', 'garage', 'can']",True
drink coaster,counter,garage,"['shelf', ""teenager's bedroom"", 'counter', 'garage', 'bookshelf']",False
driveway,car,car,"['independant room', 'closet', 'bright room', 'car', 'packet']",True
drum,child's room,child's room,"['oven', 'hospital drug storeroom', 'broom closet', ""child's room"", 'bathroom drawer']",True
dryer,basement,basement,"['foyer', 'bright room', 'bath', 'basement', 'dresser']",True
duck,sink,oven,"['cruet', 'sink', 'oven', 'shoe', 'lobby']",False
duct,attic,attic,"['bowl', 'backyard', 'case', 'attic', 'small room']",True
duct tape,suitcase,childs room,"[""prostitute's bedroom"", 'suitcase', 'nest', 'ir rooms', 'childs room']",False
dumbbell,den,bedroom,"['den', 'pan', 'dormroom', 'garbage', 'bedroom']",False
dumbbell rack,television room,television room,"['television room', 'tank', 'trunk', 'microwave', 'master bedroom']",True
dungeon,basement,basement,"['motorbike', 'locker', 'mansion', 'can', 'basement']",True
dustbin,garage,kitchen,"['bicycle', 'garage', 'kitchen', 'dimly lit room', 'bar']",False
dustpan and brush,toolbox,playroom,"['small room', 'playroom', 'tank', 'every bedroom', 'toolbox']",False
dutch oven,pantry room,pantry room,"['pantry room', 'side of  room', 'parlor', 'bathroom drawer', 'card room']",True
duvet,living room,living room,"['garbage', 'art classroom', 'living room', 'stand', 'bowl']",True
easter basket,wardrobe,corridor,"['sedan', 'wardrobe', 'loungeroom', 'every bedroom', 'corridor']",False
edible,kitchen,plate,"['kitchen', 'cup', 'furniture', 'plate', 'dormroom']",False
egg,kitchen,kitchen,"['kitchen', 'orchestra', 'every bedroom', 'basket', 'pan']",True
eggplant,oven,oven,"['bundle', 'chest', 'cabin', 'oven', 'hive']",True
electric heater,home office,home office,"['handbag', 'home office', 'suitcase', 'machine', 'basement']",True
electric toothbrush,basement,lobby,"['class room', 'basement', 'lobby', 'range', 'sack']",False
electronic adapter,backpack,playroom,"['different room', 'middle of  room', 'playroom', 'backpack', 'packet']",False
electronic cable,kitchen,kitchen,"['tin', 'classroom', 'mailbox', 'tin', 'kitchen']",True
elevator,apartment,apartment,"['room of house', 'apartment', 'music room', 'furniture', 'loft']",True
emperor,hall,hall,"['hall', 'closet', 'bathroom', 'basement', 'hatbox']",True
encyclopedia,library,library,"['wallet', 'library', 'truck', 'cruet', 'bottle']",True
engraving,one of classrooms,plate,"['pocket', 'plate', 'deck', 'tank', 'one of  classrooms']",False
envelope,desk,desk,"['desk', 'tin', 'wallet', 'chest', 'middle of  room']",True
face moisturizer,home,kitchen,"['home', 'cat', 'cradle', 'barrel', 'kitchen']",False
faucet,bathroom,bathroom,"[""men's restroom"", 'bike', 'bathroom', 'master bedroom', 'pocket']",True
fiberglass,home office,boat,"['laundry room', 'tin', 'freezer', 'boat', 'home office']",False
figurine,shelf,shelf,"['garbage', 'nest', 'shelf', 'boat', 'stove']",True
file sorter,counter,childs room,"['childs room', 'larder', ""child's room"", 'cabin', 'counter']",False
film,cabinet,cabinet,"['cabinet', 'dishwasher', 'bathroom drawer', 'bus', 'bright room']",True
fingerpaint,classroom,bathroom,"['shelf', 'guest room', 'cruet', 'bathroom', 'classroom']",False
fire,vault,basement,"['basement', 'family room', 'chest', 'bike', 'vault']",False
firearm,cabinet,cabinet,"['bookshelf', 'engine', 'closet', 'parlor', 'cabinet']",True
fireplace,livingroom,room,"['classroom', 'keg', 'room', 'bank', 'livingroom']",False
fish,boat,boat,"['hall', 'boat', 'shelf', 'sack', 'jacket']",True
fitness tracker wristband,separate room,dining room,"['motel room', 'court', 'dining room', 'separate room', 'schoolroom']",False
flag,dwelling,classroom,"['bathroom and kitchen', 'dwelling', 'classroom', 'bathroom or kitchen', 'cellar']",False
flashlight,utility room,utility room,"['utility room', 'stove', 'classroom', 'boot', 'stove']",True
flat screwdriver,utility room,utility room,"['car', 'sink', 'beehive', 'utility room', 'camp']",True
floor,wardrobe,kitchen,"['wardrobe', 'kitchen', 'bathroom drawer', 'bathroom drawer', 'stove']",False
floorlamp,living room,living room,"['desk', 'mansion', 'living room', 'guest room', 'anor room']",True
flour,pantry,pantry,"['pantry', 'shaker', 'library', 'beehive', 'living rooms']",True
foam brick,person's living room,television room,"['card room', ""person's living room"", 'pot', 'bowl', 'television room']",False
folder,loft,garage,"['engine', 'garage', 'loft', 'handbag', 'purse']",False
fondant,desk,bedroom,"['desk', 'cradle', 'pitcher', 'bedroom', 'bicycle']",False
food,stand,backpack,"['den', 'backpack', 'stand', 'car', 'art classroom']",False
foot,shoe,shoe,"['bank', 'shoe', 'cabinet', 'master bedroom', 'pantry room']",True
footstool,room,bathroom,"['pantry room', 'jar', 'bathroom', 'icebox', 'room']",False
foresail,boat,boat,"['dresser', 'dresser', 'anor room', 'boat', 'jacket']",True
fork,kitchen,kitchen,"['tea room', 'kitchen', 'pot', 'sack', 'hive']",True
form,cabinet,cabinet,"['barrel', 'cat', 'cabinet', 'sink', 'hotel room']",True
foundation,closet,closet,"['aquarium', 'cellar', 'closet', 'pod', ""children's room""]",True
foyer,apartment,apartment,"['hive', 'apartment', 'teapot', 'shaker', ""men's restroom""]",True
frame,hall,bed,"['restroom', 'hall', 'bed', 'room', 'jacket']",False
freezer,kitchen,kitchen,"['stove', 'boat', 'kitchen', 'mailbox', 'restroom']",True
fridge,kitchen,kitchen,"['kitchen', 'way', 'freezer', 'motorbike', 'automobile']",True
frosting,storage room,jar,"['jar', 'attic', 'furniture', 'storage room', 'den']",False
fruit,plate,plate,"['chamber', 'dishwasher', 'microwave', 'plate', 'music room']",True
fruit snack,cabinet,playroom,"['backpack', 'playroom', 'cabinet', 'cellar', 'desk']",False
fur,cat,cat,"['head', 'loungeroom', 'cat', 'machine', 'bathroom drawer']",True
furnace,basement,basement,"['lobby', 'jacket', 'basement', 'broom closet', 'lounge']",True
furniture,loft,loft,"['loft', 'one of  classrooms', 'camp', 'corridor', 'refrigerator']",True
galley,boat,boat,"['boat', 'independant room', 'bag', 'toolbox', 'ambulance']",True
garage,house,house,"['bathroom and kitchen', 'childs room', 'house', 'anor room', 'exercise room']",True
garbage,dumpster,dumpster,"['dumpster', 'bag', 'dormroom', 'freezer', 'living rooms']",True
garbagebag,kitchen,kitchen,"['every room', 'cubicle', 'vault', 'pan', 'kitchen']",True
garbagecan,house,bedroom,"['bedroom', 'library', 'freezer', 'handbag', 'house']",False
garlic,kitchen,kitchen,"['different room', 'parlor', 'safe', 'fridge', 'kitchen']",True
garment,suitcase,suitcase,"['suitcase', 'purse', 'bathroom', 'attic', 'basement']",True
garter,drawer,drawer,"['room of house', 'nest', 'board', 'drawer', 'lounge']",True
gas,cabinet,boat,"['small room', 'cabinet', 'boat', 'floor', 'aquarium']",False
gate,garden,garden,"['garden', 'cup', 'well', 'room of house', 'bathroom cabinet']",True
gauze,cabinet,cabinet,"['pot', 'cabinet', 'jar', 'camp', 'cubicle']",True
gear,car,car,"['car', 'wallet', 'bike', 'chest', 'hamper']",True
